Customer Age,Customer Gender,Product Purchased,Ticket Priority,Ticket Status,Ticket Type,Customer Satisfaction Rating,Customer Gender Encoded,Product Purchased Encoded,Ticket Priority Encoded,Ticket Status Encoded,Ticket Type Encoded
36,Female,Sony Xperia,High,Pending Customer Response,Cancellation request,2,0,39,1,2,1
22,Other,Microsoft Xbox Controller,High,Pending Customer Response,Billing inquiry,2,2,27,1,2,0
65,Male,Autodesk AutoCAD,Medium,Open,Cancellation request,2,1,5,3,1,1
20,Other,Bose QuietComfort,Critical,Closed,Technical issue,0,2,6,0,0,4
36,Other,MacBook Pro,Critical,Closed,Billing inquiry,2,2,24,0,0,0
35,Female,GoPro Hero,High,Pending Customer Response,Product inquiry,2,0,16,1,2,2
46,Female,Adobe Photoshop,Medium,Open,Billing inquiry,2,0,0,3,1,0
20,Male,Google Pixel,Critical,Pending Customer Response,Cancellation request,2,1,18,0,2,1
31,Other,Dyson Vacuum Cleaner,Critical,Open,Technical issue,2,2,11,0,1,4
37,Female,Microsoft Xbox Controller,Medium,Pending Customer Response,Refund request,2,0,27,3,2,3
28,Female,Sony 4K HDR TV,High,Open,Refund request,2,0,37,1,1,3
20,Other,Samsung Soundbar,Critical,Open,Billing inquiry,2,2,36,0,1,0
30,Male,GoPro Hero,Low,Open,Refund request,2,1,16,2,1,3
70,Other,Samsung Soundbar,Medium,Open,Cancellation request,2,2,36,3,1,1
20,Female,MacBook Pro,Medium,Open,Product inquiry,2,0,24,3,1,2
43,Other,Dell XPS,Low,Closed,Product inquiry,1,2,10,2,0,2
39,Male,Dell XPS,Medium,Pending Customer Response,Technical issue,2,1,10,3,2,4
21,Female,Nintendo Switch,Critical,Closed,Product inquiry,2,0,30,0,0,2
33,Male,Canon EOS,High,Open,Technical issue,2,1,9,1,1,4
32,Female,MacBook Pro,Critical,Pending Customer Response,Product inquiry,2,0,24,0,2,2
70,Female,Apple AirPods,Medium,Closed,Technical issue,0,0,3,3,0,4
56,Male,Microsoft Xbox Controller,Low,Open,Cancellation request,2,1,27,2,1,1
51,Male,GoPro Action Camera,Critical,Pending Customer Response,Cancellation request,2,1,15,0,2,1
47,Male,Nintendo Switch Pro Controller,High,Closed,Product inquiry,2,1,31,1,0,2
59,Other,Bose SoundLink Speaker,Critical,Closed,Technical issue,2,2,7,0,0,4
53,Female,Adobe Photoshop,Critical,Pending Customer Response,Refund request,2,0,0,0,2,3
27,Male,Microsoft Surface,Low,Pending Customer Response,Refund request,2,1,26,2,2,3
31,Other,Adobe Photoshop,Low,Open,Product inquiry,2,2,0,2,1,2
31,Female,LG OLED,High,Pending Customer Response,Product inquiry,2,0,20,1,2,2
43,Other,Sony 4K HDR TV,Critical,Open,Technical issue,2,2,37,0,1,4
19,Other,Google Pixel,Low,Closed,Cancellation request,1,2,18,2,0,1
20,Female,Bose QuietComfort,Medium,Open,Billing inquiry,2,0,6,3,1,0
48,Male,Amazon Echo,Medium,Closed,Cancellation request,1,1,1,3,0,1
32,Other,Nikon D,Critical,Open,Cancellation request,2,2,29,0,1,1
47,Male,HP Pavilion,Low,Open,Refund request,2,1,19,2,1,3
34,Female,Nest Thermostat,High,Pending Customer Response,Product inquiry,2,0,28,1,2,2
61,Male,GoPro Hero,Medium,Pending Customer Response,Cancellation request,2,1,16,3,2,1
50,Other,LG Smart TV,Low,Open,Billing inquiry,2,2,21,2,1,0
40,Male,Philips Hue Lights,Critical,Pending Customer Response,Billing inquiry,2,1,32,0,2,0
26,Male,Fitbit Charge,High,Open,Cancellation request,2,1,12,1,1,1
24,Male,Samsung Galaxy,Critical,Open,Billing inquiry,2,1,35,0,1,0
20,Female,Lenovo ThinkPad,Medium,Open,Refund request,2,0,23,3,1,3
56,Male,GoPro Action Camera,Critical,Closed,Cancellation request,1,1,15,0,0,1
46,Female,Google Pixel,Critical,Open,Product inquiry,2,0,18,0,1,2
53,Other,MacBook Pro,Medium,Closed,Product inquiry,2,2,24,3,0,2
55,Male,Bose SoundLink Speaker,Critical,Open,Technical issue,2,1,7,0,1,4
68,Female,PlayStation,Medium,Open,Product inquiry,2,0,33,3,1,2
62,Male,Microsoft Office,High,Pending Customer Response,Cancellation request,2,1,25,1,2,1
46,Other,Garmin Forerunner,High,Pending Customer Response,Billing inquiry,2,2,14,1,2,0
58,Female,Microsoft Surface,Medium,Closed,Technical issue,1,0,26,3,0,4
49,Female,Fitbit Versa Smartwatch,Medium,Closed,Billing inquiry,1,0,13,3,0,0
62,Other,LG Smart TV,High,Open,Technical issue,2,2,21,1,1,4
43,Male,Dell XPS,Critical,Pending Customer Response,Technical issue,2,1,10,0,2,4
25,Male,Autodesk AutoCAD,Critical,Pending Customer Response,Technical issue,2,1,5,0,2,4
69,Male,Philips Hue Lights,Critical,Closed,Billing inquiry,1,1,32,0,0,0
20,Female,Adobe Photoshop,Medium,Pending Customer Response,Product inquiry,2,0,0,3,2,2
46,Other,Fitbit Charge,Low,Pending Customer Response,Product inquiry,2,2,12,2,2,2
44,Other,Microsoft Office,Low,Pending Customer Response,Technical issue,2,2,25,2,2,4
46,Female,LG OLED,Medium,Pending Customer Response,Billing inquiry,2,0,20,3,2,0
33,Male,Google Pixel,Medium,Open,Refund request,2,1,18,3,1,3
52,Female,Google Pixel,Critical,Open,Cancellation request,2,0,18,0,1,1
67,Female,LG Smart TV,Low,Closed,Product inquiry,0,0,21,2,0,2
59,Female,PlayStation,Medium,Pending Customer Response,Billing inquiry,2,0,33,3,2,0
18,Female,iPhone,Critical,Pending Customer Response,Cancellation request,2,0,41,0,2,1
52,Male,Microsoft Office,Low,Open,Product inquiry,2,1,25,2,1,2
38,Other,Garmin Forerunner,Critical,Pending Customer Response,Technical issue,2,2,14,0,2,4
35,Female,Garmin Forerunner,Low,Closed,Refund request,1,0,14,2,0,3
70,Other,Fitbit Charge,Low,Closed,Cancellation request,1,2,12,2,0,1
63,Female,Amazon Kindle,Critical,Pending Customer Response,Billing inquiry,2,0,2,0,2,0
45,Male,LG OLED,Low,Open,Product inquiry,2,1,20,2,1,2
67,Other,MacBook Pro,High,Closed,Product inquiry,0,2,24,1,0,2
53,Female,Samsung Galaxy,High,Pending Customer Response,Billing inquiry,2,0,35,1,2,0
67,Other,Amazon Echo,Critical,Closed,Cancellation request,2,2,1,0,0,1
24,Female,Nest Thermostat,Critical,Closed,Billing inquiry,0,0,28,0,0,0
63,Other,Sony PlayStation,Critical,Pending Customer Response,Refund request,2,2,38,0,2,3
28,Male,Fitbit Charge,Critical,Pending Customer Response,Cancellation request,2,1,12,0,2,1
40,Male,Adobe Photoshop,High,Open,Technical issue,2,1,0,1,1,4
49,Male,Dell XPS,Low,Pending Customer Response,Technical issue,2,1,10,2,2,4
50,Other,Samsung Soundbar,High,Pending Customer Response,Billing inquiry,2,2,36,1,2,0
39,Other,Google Nest,Medium,Open,Billing inquiry,2,2,17,3,1,0
53,Female,Nintendo Switch Pro Controller,High,Pending Customer Response,Billing inquiry,2,0,31,1,2,0
25,Female,Canon DSLR Camera,Critical,Pending Customer Response,Refund request,2,0,8,0,2,3
29,Other,Amazon Kindle,Critical,Closed,Billing inquiry,2,2,2,0,0,0
52,Other,LG Washing Machine,Critical,Pending Customer Response,Billing inquiry,2,2,22,0,2,0
18,Other,Xbox,High,Open,Billing inquiry,2,2,40,1,1,0
53,Female,iPhone,High,Closed,Technical issue,0,0,41,1,0,4
49,Female,Samsung Galaxy,Critical,Open,Billing inquiry,2,0,35,0,1,0
44,Male,Sony PlayStation,Critical,Pending Customer Response,Technical issue,2,1,38,0,2,4
69,Male,iPhone,Medium,Closed,Billing inquiry,0,1,41,3,0,0
64,Other,Asus ROG,Low,Open,Cancellation request,2,2,4,2,1,1
38,Male,Apple AirPods,Medium,Pending Customer Response,Billing inquiry,2,1,3,3,2,0
53,Male,LG OLED,High,Open,Technical issue,2,1,20,1,1,4
67,Female,Samsung Galaxy,High,Closed,Refund request,1,0,35,1,0,3
40,Female,PlayStation,High,Closed,Technical issue,0,0,33,1,0,4
26,Female,Philips Hue Lights,Medium,Pending Customer Response,Cancellation request,2,0,32,3,2,1
46,Male,Sony 4K HDR TV,High,Closed,Billing inquiry,2,1,37,1,0,0
67,Female,Lenovo ThinkPad,Medium,Closed,Product inquiry,0,0,23,3,0,2
35,Male,HP Pavilion,High,Pending Customer Response,Cancellation request,2,1,19,1,2,1
23,Other,Apple AirPods,High,Open,Refund request,2,2,3,1,1,3
44,Female,iPhone,High,Open,Product inquiry,2,0,41,1,1,2
48,Male,Autodesk AutoCAD,High,Open,Cancellation request,2,1,5,1,1,1
26,Male,Canon EOS,High,Open,Billing inquiry,2,1,9,1,1,0
65,Other,Sony 4K HDR TV,Low,Open,Technical issue,2,2,37,2,1,4
35,Female,LG Washing Machine,Low,Pending Customer Response,Technical issue,2,0,22,2,2,4
18,Female,Google Nest,Medium,Closed,Billing inquiry,1,0,17,3,0,0
56,Male,HP Pavilion,Low,Open,Cancellation request,2,1,19,2,1,1
58,Other,Amazon Kindle,Medium,Pending Customer Response,Billing inquiry,2,2,2,3,2,0
28,Female,Google Nest,High,Pending Customer Response,Product inquiry,2,0,17,1,2,2
62,Female,GoPro Hero,Critical,Open,Product inquiry,2,0,16,0,1,2
58,Other,Garmin Forerunner,Medium,Closed,Product inquiry,0,2,14,3,0,2
62,Male,Garmin Forerunner,Low,Pending Customer Response,Product inquiry,2,1,14,2,2,2
64,Female,Amazon Echo,Medium,Closed,Cancellation request,2,0,1,3,0,1
54,Male,Nikon D,Low,Closed,Product inquiry,0,1,29,2,0,2
69,Male,Microsoft Xbox Controller,Critical,Closed,Cancellation request,2,1,27,0,0,1
42,Other,PlayStation,Low,Open,Refund request,2,2,33,2,1,3
55,Female,Sony Xperia,High,Closed,Refund request,1,0,39,1,0,3
20,Female,Google Nest,High,Open,Cancellation request,2,0,17,1,1,1
24,Male,Fitbit Charge,Low,Closed,Product inquiry,0,1,12,2,0,2
59,Other,Apple AirPods,Medium,Closed,Billing inquiry,0,2,3,3,0,0
56,Male,Canon EOS,Low,Open,Product inquiry,2,1,9,2,1,2
70,Male,Amazon Kindle,Medium,Open,Refund request,2,1,2,3,1,3
34,Female,Nintendo Switch Pro Controller,Low,Closed,Cancellation request,0,0,31,2,0,1
18,Other,Google Nest,High,Closed,Product inquiry,2,2,17,1,0,2
59,Male,Garmin Forerunner,Critical,Pending Customer Response,Billing inquiry,2,1,14,0,2,0
69,Female,GoPro Action Camera,High,Open,Refund request,2,0,15,1,1,3
43,Other,Microsoft Office,Low,Pending Customer Response,Refund request,2,2,25,2,2,3
33,Other,Fitbit Charge,Critical,Pending Customer Response,Product inquiry,2,2,12,0,2,2
52,Female,Microsoft Surface,Critical,Pending Customer Response,Technical issue,2,0,26,0,2,4
19,Other,Apple AirPods,Low,Closed,Billing inquiry,0,2,3,2,0,0
27,Other,LG Washing Machine,High,Pending Customer Response,Product inquiry,2,2,22,1,2,2
41,Female,LG OLED,Critical,Open,Cancellation request,2,0,20,0,1,1
24,Male,LG Washing Machine,Critical,Pending Customer Response,Cancellation request,2,1,22,0,2,1
44,Male,Sony 4K HDR TV,Critical,Open,Cancellation request,2,1,37,0,1,1
66,Female,Nest Thermostat,Critical,Closed,Product inquiry,0,0,28,0,0,2
66,Female,Microsoft Office,Critical,Open,Product inquiry,2,0,25,0,1,2
46,Male,PlayStation,High,Open,Billing inquiry,2,1,33,1,1,0
48,Male,Sony Xperia,Critical,Pending Customer Response,Cancellation request,2,1,39,0,2,1
62,Male,Nintendo Switch Pro Controller,Critical,Open,Billing inquiry,2,1,31,0,1,0
58,Female,Asus ROG,High,Closed,Product inquiry,0,0,4,1,0,2
63,Female,Asus ROG,Medium,Open,Product inquiry,2,0,4,3,1,2
50,Male,Autodesk AutoCAD,High,Pending Customer Response,Refund request,2,1,5,1,2,3
25,Other,Canon EOS,Critical,Pending Customer Response,Technical issue,2,2,9,0,2,4
52,Other,GoPro Hero,High,Closed,Billing inquiry,0,2,16,1,0,0
66,Other,Lenovo ThinkPad,High,Open,Cancellation request,2,2,23,1,1,1
18,Other,LG OLED,Low,Closed,Cancellation request,1,2,20,2,0,1
45,Female,Dell XPS,Critical,Open,Refund request,2,0,10,0,1,3
70,Other,Lenovo ThinkPad,Low,Open,Billing inquiry,2,2,23,2,1,0
31,Other,Amazon Kindle,Low,Closed,Technical issue,0,2,2,2,0,4
57,Female,LG Smart TV,Critical,Open,Refund request,2,0,21,0,1,3
32,Female,Apple AirPods,Critical,Closed,Billing inquiry,1,0,3,0,0,0
62,Female,LG Washing Machine,High,Closed,Refund request,1,0,22,1,0,3
32,Male,Amazon Kindle,Medium,Pending Customer Response,Refund request,2,1,2,3,2,3
35,Male,Bose QuietComfort,High,Closed,Billing inquiry,2,1,6,1,0,0
63,Male,Nikon D,Low,Closed,Billing inquiry,2,1,29,2,0,0
45,Female,Nest Thermostat,High,Open,Technical issue,2,0,28,1,1,4
59,Female,GoPro Action Camera,Medium,Closed,Cancellation request,0,0,15,3,0,1
43,Other,LG OLED,Critical,Closed,Product inquiry,0,2,20,0,0,2
27,Female,Nest Thermostat,Low,Closed,Refund request,1,0,28,2,0,3
40,Other,Sony Xperia,Critical,Pending Customer Response,Technical issue,2,2,39,0,2,4
23,Male,Asus ROG,Medium,Closed,Refund request,0,1,4,3,0,3
46,Other,Sony Xperia,High,Open,Refund request,2,2,39,1,1,3
65,Female,GoPro Hero,High,Open,Billing inquiry,2,0,16,1,1,0
44,Female,Fitbit Charge,Low,Pending Customer Response,Technical issue,2,0,12,2,2,4
21,Female,Asus ROG,High,Pending Customer Response,Product inquiry,2,0,4,1,2,2
62,Male,Lenovo ThinkPad,Critical,Pending Customer Response,Billing inquiry,2,1,23,0,2,0
20,Female,HP Pavilion,High,Open,Billing inquiry,2,0,19,1,1,0
55,Other,Canon EOS,Critical,Closed,Product inquiry,1,2,9,0,0,2
32,Male,Nintendo Switch Pro Controller,Medium,Closed,Cancellation request,1,1,31,3,0,1
37,Male,Microsoft Xbox Controller,Medium,Open,Refund request,2,1,27,3,1,3
31,Other,HP Pavilion,High,Open,Cancellation request,2,2,19,1,1,1
31,Female,Google Pixel,Critical,Closed,Technical issue,1,0,18,0,0,4
55,Male,Fitbit Versa Smartwatch,High,Open,Product inquiry,2,1,13,1,1,2
18,Female,PlayStation,Low,Pending Customer Response,Cancellation request,2,0,33,2,2,1
42,Female,Adobe Photoshop,Critical,Pending Customer Response,Cancellation request,2,0,0,0,2,1
40,Male,Canon EOS,High,Closed,Refund request,2,1,9,1,0,3
41,Other,Dell XPS,Medium,Pending Customer Response,Product inquiry,2,2,10,3,2,2
41,Male,Fitbit Versa Smartwatch,Low,Closed,Product inquiry,0,1,13,2,0,2
53,Male,Apple AirPods,Critical,Open,Billing inquiry,2,1,3,0,1,0
42,Other,Sony Xperia,Critical,Open,Refund request,2,2,39,0,1,3
67,Male,Microsoft Office,Medium,Open,Refund request,2,1,25,3,1,3
51,Male,Google Pixel,High,Pending Customer Response,Cancellation request,2,1,18,1,2,1
67,Other,Adobe Photoshop,Medium,Closed,Cancellation request,1,2,0,3,0,1
46,Other,HP Pavilion,High,Closed,Refund request,0,2,19,1,0,3
65,Male,Sony PlayStation,Critical,Closed,Product inquiry,0,1,38,0,0,2
55,Female,Philips Hue Lights,Medium,Open,Cancellation request,2,0,32,3,1,1
34,Other,Nest Thermostat,Critical,Closed,Refund request,0,2,28,0,0,3
18,Female,GoPro Action Camera,Low,Closed,Technical issue,0,0,15,2,0,4
50,Other,Sony PlayStation,Critical,Open,Billing inquiry,2,2,38,0,1,0
55,Male,Sony 4K HDR TV,High,Pending Customer Response,Refund request,2,1,37,1,2,3
33,Male,LG OLED,Low,Closed,Cancellation request,0,1,20,2,0,1
44,Female,Samsung Soundbar,Medium,Closed,Billing inquiry,2,0,36,3,0,0
32,Female,Adobe Photoshop,High,Open,Refund request,2,0,0,1,1,3
65,Male,Microsoft Surface,Low,Pending Customer Response,Product inquiry,2,1,26,2,2,2
51,Other,Samsung Soundbar,Critical,Closed,Billing inquiry,2,2,36,0,0,0
24,Female,Amazon Echo,Low,Open,Cancellation request,2,0,1,2,1,1
36,Other,Apple AirPods,Medium,Closed,Billing inquiry,0,2,3,3,0,0
50,Female,Xbox,Low,Open,Billing inquiry,2,0,40,2,1,0
70,Female,Roomba Robot Vacuum,Low,Closed,Billing inquiry,2,0,34,2,0,0
18,Male,Adobe Photoshop,Low,Open,Technical issue,2,1,0,2,1,4
53,Female,Canon EOS,Critical,Closed,Product inquiry,0,0,9,0,0,2
70,Male,Fitbit Charge,Critical,Open,Product inquiry,2,1,12,0,1,2
31,Male,Sony PlayStation,Critical,Pending Customer Response,Product inquiry,2,1,38,0,2,2
53,Male,MacBook Pro,Critical,Open,Refund request,2,1,24,0,1,3
18,Female,GoPro Action Camera,Low,Open,Product inquiry,2,0,15,2,1,2
49,Female,Fitbit Charge,High,Closed,Refund request,2,0,12,1,0,3
53,Other,GoPro Hero,Low,Pending Customer Response,Cancellation request,2,2,16,2,2,1
20,Female,MacBook Pro,Medium,Open,Cancellation request,2,0,24,3,1,1
56,Female,Samsung Galaxy,High,Pending Customer Response,Product inquiry,2,0,35,1,2,2
62,Other,Sony Xperia,Medium,Open,Cancellation request,2,2,39,3,1,1
20,Female,Roomba Robot Vacuum,Low,Open,Cancellation request,2,0,34,2,1,1
62,Male,Lenovo ThinkPad,Low,Closed,Refund request,0,1,23,2,0,3
69,Female,Fitbit Charge,Critical,Closed,Product inquiry,2,0,12,0,0,2
25,Other,Microsoft Office,Medium,Closed,Billing inquiry,0,2,25,3,0,0
42,Female,HP Pavilion,High,Pending Customer Response,Product inquiry,2,0,19,1,2,2
43,Female,Microsoft Xbox Controller,Medium,Closed,Refund request,0,0,27,3,0,3
39,Male,Bose SoundLink Speaker,Critical,Pending Customer Response,Technical issue,2,1,7,0,2,4
68,Male,Samsung Soundbar,Critical,Closed,Refund request,2,1,36,0,0,3
35,Other,Fitbit Charge,Critical,Open,Billing inquiry,2,2,12,0,1,0
49,Other,Nintendo Switch,High,Closed,Product inquiry,2,2,30,1,0,2
30,Male,MacBook Pro,High,Open,Billing inquiry,2,1,24,1,1,0
63,Other,Asus ROG,Medium,Closed,Technical issue,0,2,4,3,0,4
60,Male,MacBook Pro,Low,Pending Customer Response,Technical issue,2,1,24,2,2,4
24,Other,Asus ROG,High,Pending Customer Response,Product inquiry,2,2,4,1,2,2
53,Female,HP Pavilion,Medium,Open,Product inquiry,2,0,19,3,1,2
68,Female,Sony Xperia,High,Pending Customer Response,Refund request,2,0,39,1,2,3
51,Male,Garmin Forerunner,Critical,Open,Refund request,2,1,14,0,1,3
70,Female,Canon DSLR Camera,Critical,Closed,Technical issue,0,0,8,0,0,4
51,Other,Google Nest,Critical,Pending Customer Response,Cancellation request,2,2,17,0,2,1
39,Female,Canon EOS,Critical,Closed,Product inquiry,2,0,9,0,0,2
68,Other,LG OLED,Critical,Closed,Technical issue,2,2,20,0,0,4
68,Female,Samsung Soundbar,High,Open,Product inquiry,2,0,36,1,1,2
61,Male,Google Pixel,High,Closed,Technical issue,0,1,18,1,0,4
59,Male,Nikon D,High,Closed,Refund request,0,1,29,1,0,3
18,Male,Sony 4K HDR TV,Critical,Closed,Billing inquiry,2,1,37,0,0,0
48,Female,Amazon Echo,Low,Open,Product inquiry,2,0,1,2,1,2
60,Female,Amazon Kindle,High,Closed,Product inquiry,2,0,2,1,0,2
36,Female,GoPro Hero,High,Closed,Technical issue,1,0,16,1,0,4
63,Other,Canon EOS,High,Pending Customer Response,Billing inquiry,2,2,9,1,2,0
36,Other,GoPro Action Camera,Low,Open,Product inquiry,2,2,15,2,1,2
65,Other,Roomba Robot Vacuum,Critical,Closed,Technical issue,2,2,34,0,0,4
18,Male,Garmin Forerunner,Medium,Closed,Refund request,0,1,14,3,0,3
56,Other,Amazon Kindle,High,Open,Cancellation request,2,2,2,1,1,1
48,Male,Nikon D,Medium,Closed,Billing inquiry,1,1,29,3,0,0
68,Other,Dyson Vacuum Cleaner,Medium,Open,Cancellation request,2,2,11,3,1,1
36,Female,iPhone,Medium,Pending Customer Response,Product inquiry,2,0,41,3,2,2
31,Other,Google Nest,Low,Pending Customer Response,Cancellation request,2,2,17,2,2,1
49,Female,PlayStation,Medium,Open,Product inquiry,2,0,33,3,1,2
62,Male,GoPro Action Camera,Medium,Pending Customer Response,Cancellation request,2,1,15,3,2,1
67,Other,Bose SoundLink Speaker,Low,Pending Customer Response,Refund request,2,2,7,2,2,3
20,Other,Nest Thermostat,Critical,Closed,Technical issue,1,2,28,0,0,4
39,Male,Sony PlayStation,Low,Pending Customer Response,Refund request,2,1,38,2,2,3
63,Other,Samsung Galaxy,Low,Pending Customer Response,Product inquiry,2,2,35,2,2,2
64,Other,Nintendo Switch,Critical,Open,Billing inquiry,2,2,30,0,1,0
31,Female,Sony Xperia,Low,Open,Cancellation request,2,0,39,2,1,1
60,Male,Apple AirPods,High,Closed,Technical issue,2,1,3,1,0,4
65,Other,Microsoft Surface,High,Open,Billing inquiry,2,2,26,1,1,0
26,Other,Microsoft Office,Medium,Pending Customer Response,Technical issue,2,2,25,3,2,4
49,Female,Philips Hue Lights,Medium,Pending Customer Response,Cancellation request,2,0,32,3,2,1
53,Female,Google Pixel,Critical,Pending Customer Response,Cancellation request,2,0,18,0,2,1
35,Other,Garmin Forerunner,High,Pending Customer Response,Product inquiry,2,2,14,1,2,2
41,Other,LG OLED,Medium,Closed,Product inquiry,0,2,20,3,0,2
39,Male,Canon EOS,High,Open,Cancellation request,2,1,9,1,1,1
50,Other,Sony Xperia,Critical,Closed,Refund request,2,2,39,0,0,3
37,Male,GoPro Action Camera,Low,Open,Refund request,2,1,15,2,1,3
59,Male,Samsung Soundbar,High,Closed,Technical issue,2,1,36,1,0,4
45,Male,Amazon Kindle,Critical,Pending Customer Response,Billing inquiry,2,1,2,0,2,0
65,Male,Sony Xperia,High,Closed,Refund request,2,1,39,1,0,3
41,Male,Google Pixel,Critical,Closed,Cancellation request,2,1,18,0,0,1
44,Male,Amazon Echo,High,Closed,Product inquiry,1,1,1,1,0,2
54,Female,Sony PlayStation,High,Closed,Billing inquiry,2,0,38,1,0,0
53,Female,LG Washing Machine,Medium,Open,Billing inquiry,2,0,22,3,1,0
20,Female,Dyson Vacuum Cleaner,High,Closed,Refund request,2,0,11,1,0,3
63,Other,Sony PlayStation,Critical,Pending Customer Response,Refund request,2,2,38,0,2,3
52,Other,Dell XPS,Medium,Closed,Technical issue,2,2,10,3,0,4
66,Male,Sony Xperia,Medium,Open,Cancellation request,2,1,39,3,1,1
59,Other,Fitbit Charge,Medium,Pending Customer Response,Refund request,2,2,12,3,2,3
25,Male,Philips Hue Lights,Medium,Open,Refund request,2,1,32,3,1,3
58,Male,Sony Xperia,High,Closed,Refund request,0,1,39,1,0,3
66,Other,Samsung Soundbar,Medium,Pending Customer Response,Billing inquiry,2,2,36,3,2,0
42,Female,Bose QuietComfort,High,Open,Billing inquiry,2,0,6,1,1,0
44,Male,Google Pixel,High,Closed,Refund request,0,1,18,1,0,3
55,Male,Philips Hue Lights,Low,Open,Cancellation request,2,1,32,2,1,1
64,Male,Google Pixel,Critical,Open,Product inquiry,2,1,18,0,1,2
61,Male,Microsoft Surface,Critical,Closed,Cancellation request,0,1,26,0,0,1
30,Other,Philips Hue Lights,Medium,Open,Technical issue,2,2,32,3,1,4
34,Other,Sony PlayStation,Low,Open,Technical issue,2,2,38,2,1,4
56,Male,Sony PlayStation,Critical,Open,Billing inquiry,2,1,38,0,1,0
50,Other,Google Nest,Low,Pending Customer Response,Billing inquiry,2,2,17,2,2,0
46,Other,Autodesk AutoCAD,High,Closed,Refund request,2,2,5,1,0,3
55,Male,MacBook Pro,Critical,Closed,Refund request,0,1,24,0,0,3
56,Other,Nikon D,Medium,Closed,Product inquiry,1,2,29,3,0,2
56,Female,HP Pavilion,Medium,Closed,Technical issue,0,0,19,3,0,4
44,Female,Microsoft Xbox Controller,Critical,Closed,Cancellation request,0,0,27,0,0,1
38,Other,Philips Hue Lights,Medium,Pending Customer Response,Billing inquiry,2,2,32,3,2,0
65,Female,Microsoft Xbox Controller,Medium,Open,Billing inquiry,2,0,27,3,1,0
36,Female,GoPro Hero,Critical,Open,Refund request,2,0,16,0,1,3
30,Female,Microsoft Xbox Controller,Critical,Open,Cancellation request,2,0,27,0,1,1
50,Other,Asus ROG,High,Pending Customer Response,Product inquiry,2,2,4,1,2,2
45,Other,Amazon Echo,Medium,Closed,Billing inquiry,0,2,1,3,0,0
45,Other,Fitbit Versa Smartwatch,Medium,Closed,Refund request,0,2,13,3,0,3
50,Female,Microsoft Surface,High,Open,Refund request,2,0,26,1,1,3
49,Male,iPhone,Critical,Open,Billing inquiry,2,1,41,0,1,0
27,Male,Microsoft Office,High,Closed,Refund request,1,1,25,1,0,3
44,Other,Sony Xperia,High,Closed,Cancellation request,1,2,39,1,0,1
18,Male,Lenovo ThinkPad,Medium,Pending Customer Response,Technical issue,2,1,23,3,2,4
62,Other,GoPro Hero,Critical,Pending Customer Response,Billing inquiry,2,2,16,0,2,0
21,Male,Canon DSLR Camera,Critical,Open,Technical issue,2,1,8,0,1,4
57,Male,Garmin Forerunner,Critical,Closed,Product inquiry,2,1,14,0,0,2
52,Female,Autodesk AutoCAD,High,Open,Product inquiry,2,0,5,1,1,2
29,Other,Sony Xperia,Low,Open,Refund request,2,2,39,2,1,3
25,Female,GoPro Hero,Critical,Closed,Refund request,2,0,16,0,0,3
67,Female,Canon DSLR Camera,Medium,Open,Billing inquiry,2,0,8,3,1,0
20,Female,Adobe Photoshop,Critical,Pending Customer Response,Product inquiry,2,0,0,0,2,2
47,Female,Samsung Galaxy,High,Pending Customer Response,Refund request,2,0,35,1,2,3
45,Male,Microsoft Surface,Low,Closed,Billing inquiry,0,1,26,2,0,0
42,Male,LG OLED,Critical,Closed,Technical issue,0,1,20,0,0,4
61,Other,Google Pixel,Low,Open,Refund request,2,2,18,2,1,3
51,Female,GoPro Hero,Low,Open,Product inquiry,2,0,16,2,1,2
33,Male,GoPro Hero,Critical,Closed,Billing inquiry,2,1,16,0,0,0
43,Female,LG OLED,Critical,Closed,Product inquiry,2,0,20,0,0,2
64,Female,GoPro Hero,High,Open,Technical issue,2,0,16,1,1,4
45,Other,Canon EOS,High,Closed,Cancellation request,2,2,9,1,0,1
64,Male,Philips Hue Lights,Low,Pending Customer Response,Refund request,2,1,32,2,2,3
56,Female,Amazon Kindle,Medium,Closed,Refund request,2,0,2,3,0,3
64,Other,Amazon Kindle,Critical,Open,Billing inquiry,2,2,2,0,1,0
39,Other,GoPro Action Camera,Medium,Closed,Refund request,2,2,15,3,0,3
37,Male,Autodesk AutoCAD,Critical,Pending Customer Response,Cancellation request,2,1,5,0,2,1
29,Female,Samsung Soundbar,Critical,Closed,Technical issue,0,0,36,0,0,4
55,Female,Autodesk AutoCAD,Low,Closed,Product inquiry,1,0,5,2,0,2
31,Female,Adobe Photoshop,Medium,Pending Customer Response,Product inquiry,2,0,0,3,2,2
40,Other,Nikon D,Medium,Pending Customer Response,Billing inquiry,2,2,29,3,2,0
56,Other,Nest Thermostat,Low,Pending Customer Response,Cancellation request,2,2,28,2,2,1
29,Female,Google Nest,Low,Open,Cancellation request,2,0,17,2,1,1
52,Other,Canon EOS,Medium,Pending Customer Response,Cancellation request,2,2,9,3,2,1
18,Other,iPhone,High,Closed,Billing inquiry,0,2,41,1,0,0
64,Male,Microsoft Xbox Controller,Medium,Pending Customer Response,Technical issue,2,1,27,3,2,4
58,Other,Asus ROG,Critical,Closed,Cancellation request,0,2,4,0,0,1
21,Male,Autodesk AutoCAD,Medium,Closed,Technical issue,2,1,5,3,0,4
